interaction_id,date,channel,agent_id,agent_name,wait_time_seconds,handle_time_seconds,status,mes,sla_ok,performance_level
363,2024-02-05,Call,2,Agent_B,70,232,Attended,February,False,Bueno
364,2024-01-26,Call,1,Agent_A,13,856,Attended,January,True,Crítico
365,2024-01-13,Email,2,Agent_B,109,0,Abandoned,January,False,Excelente
366,2024-01-22,Call,1,Agent_A,61,443,Attended,January,False,Crítico
367,2024-02-18,Call,2,Agent_B,38,530,Attended,February,True,Crítico
368,2024-02-14,Call,3,Agent_C,55,0,Abandoned,February,True,Excelente
369,2024-01-24,Chat,3,Agent_C,58,608,Attended,January,True,Crítico
370,2024-02-22,Call,4,Agent_D,70,219,Attended,February,False,Excelente
371,2024-01-27,Chat,3,Agent_C,37,719,Attended,January,True,Crítico
372,2024-02-11,Chat,1,Agent_A,21,0,Abandoned,February,True,Excelente
373,2024-02-09,Call,1,Agent_A,112,0,Abandoned,February,False,Excelente
374,2024-02-26,Chat,5,Agent_E,30,543,Attended,February,True,Crítico
375,2024-02-03,Email,4,Agent_D,18,0,Abandoned,February,True,Excelente
376,2024-02-28,Chat,3,Agent_C,35,0,Abandoned,February,True,Excelente
377,2024-02-29,Email,4,Agent_D,42,0,Abandoned,February,True,Excelente
378,2024-02-23,Chat,2,Agent_B,6,298,Attended,February,True,Crítico
379,2024-02-20,Chat,5,Agent_E,84,0,Abandoned,February,False,Excelente
380,2024-01-05,Email,1,Agent_A,38,0,Abandoned,January,True,Excelente
381,2024-01-06,Chat,1,Agent_A,17,63,Attended,January,True,Excelente
382,2024-02-18,Email,2,Agent_B,54,0,Abandoned,February,True,Excelente
383,2024-02-17,Chat,1,Agent_A,78,0,Abandoned,February,False,Excelente
384,2024-02-09,Email,3,Agent_C,10,0,Abandoned,February,True,Excelente
385,2024-02-03,Call,5,Agent_E,83,0,Abandoned,February,False,Excelente
386,2024-01-21,Chat,2,Agent_B,93,320,Attended,January,False,Crítico
387,2024-02-05,Email,4,Agent_D,115,354,Attended,February,False,Crítico
388,2024-01-29,Call,4,Agent_D,53,0,Abandoned,January,True,Excelente
389,2024-02-03,Email,3,Agent_C,74,157,Attended,February,False,Excelente
390,2024-02-15,Call,3,Agent_C,29,221,Attended,February,True,Bueno
391,2024-01-27,Chat,4,Agent_D,84,0,Abandoned,January,False,Excelente
392,2024-02-15,Chat,5,Agent_E,39,379,Attended,February,True,Crítico
393,2024-02-06,Call,3,Agent_C,73,90,Attended,February,False,Excelente
394,2024-01-25,Call,3,Agent_C,52,298,Attended,January,True,Crítico
395,2024-01-24,Chat,2,Agent_B,84,768,Attended,January,False,Crítico
396,2024-02-01,Chat,2,Agent_B,39,0,Abandoned,February,True,Excelente
397,2024-01-25,Call,2,Agent_B,13,73,Attended,January,True,Excelente
398,2024-02-01,Email,1,Agent_A,112,779,Attended,February,False,Crítico
399,2024-01-13,Call,5,Agent_E,28,0,Abandoned,January,True,Excelente
400,2024-02-01,Call,3,Agent_C,16,449,Attended,February,True,Crítico
